timestamp,close,price_change_1s,price_change_5s,volatility_10s,volume_10s,price_acceleration,label
1760801980000,106846.5,2.405670056759845e-05,2.405670056759845e-05,0.0,0.4901599884033203,2.5625,1
1760801981000,106846.5,0.0,2.4129823941621e-05,0.0,0.2532399892807007,-2.5703125,1
1760802267000,106866.48,7.310524807735419e-08,3.216734330635518e-05,0.0,1.2314599752426147,0.0078125,1
